Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
21-01-17,2017,1,21,,6.7,,3.5,,5.1,,12.9,,0,,,M,,M,0,,,,,M,,M
22-01-17,2017,1,22,,5.9,,2.5,,4.2,,13.8,,0,,,M,,M,0,,,,,M,,M
23-01-17,2017,1,23,,4.4,,1.2,,2.8,,15.2,,0,,,M,,M,0,,,,,M,,M
24-01-17,2017,1,24,,1.9,,0.3,,1.1,,16.9,,0,,,M,,M,0.5,,,,,M,,M
25-01-17,2017,1,25,,5.5,,1.3,,3.4,,14.6,,0,,,M,,M,2.6,,,,,M,,M
26-01-17,2017,1,26,,4.8,,1.5,,3.2,,14.8,,0,,,M,,M,2.2,,,,,M,,M
27-01-17,2017,1,27,,2.1,,-0.3,,0.9,,17.1,,0,,,M,,M,0.3,,,,,M,,M
28-01-17,2017,1,28,,-0.2,,-1.5,,-0.9,,18.9,,0,,,M,,M,0.7,,,,,M,,M
29-01-17,2017,1,29,,-1,,-5.9,,-3.5,,21.5,,0,,,M,,M,0,,,,,M,,M
30-01-17,2017,1,30,,-4,,-10.1,,-7.1,,25.1,,0,,,M,,M,0,,,,,M,,M
31-01-17,2017,1,31,,-1.6,,-4.7,,-3.2,,21.2,,0,,,M,,M,2.2,,0,T,,M,,M
01-02-17,2017,2,1,,3.6,,-3.4,,0.1,,17.9,,0,,,M,,M,0,,3,,,M,,M
02-02-17,2017,2,2,,-1.6,,-5.7,,-3.7,,21.7,,0,,,M,,M,0.2,,,,,M,,M
03-02-17,2017,2,3,,-3.3,,-8,,-5.7,,23.7,,0,,,M,,M,0,,0,T,,M,,M
04-02-17,2017,2,4,,-0.3,,-7.3,,-3.8,,21.8,,0,,,M,,M,0,,0,T,,M,,M
05-02-17,2017,2,5,,1.4,,-2.5,,-0.6,,18.6,,0,,,M,,M,0.6,,1,,,M,,M
06-02-17,2017,2,6,,2,,-3.7,,-0.9,,18.9,,0,,,M,,M,0,,1,,,M,,M
07-02-17,2017,2,7,,4.8,,-1.2,,1.8,,16.2,,0,,,M,,M,14.9,,,,,M,,M
08-02-17,2017,2,8,,4.4,,-7.1,,-1.4,,19.4,,0,,,M,,M,0,,0,T,,M,,M
09-02-17,2017,2,9,,-3.9,,-11.1,,-7.5,,25.5,,0,,,M,,M,0.2,,1,,,M,,M
10-02-17,2017,2,10,,-0.2,,-6.7,,-3.5,,21.5,,0,,,M,,M,5,,0,T,,M,,M
11-02-17,2017,2,11,,5,,-1.6,,1.7,,16.3,,0,,,M,,M,0,,7,,,M,,M
12-02-17,2017,2,12,,2,,-3.7,,-0.9,,18.9,,0,,,M,,M,14.8,,4,,,M,,M
13-02-17,2017,2,13,,-0.7,,-3.6,,-2.2,,20.2,,0,,,M,,M,0,,17,,,M,,M
14-02-17,2017,2,14,,5.6,,-3.6,,1,,17,,0,,,M,,M,0,,15,,,M,,M
15-02-17,2017,2,15,,3,,-5.1,,-1.1,,19.1,,0,,,M,,M,0,,9,,,M,,M
16-02-17,2017,2,16,,-2.4,,-9.2,,-5.8,,23.8,,0,,,M,,M,0,,8,,,M,,M
17-02-17,2017,2,17,,1.5,,-6.3,,-2.4,,20.4,,0,,,M,,M,0,,8,,,M,,M
18-02-17,2017,2,18,,13.8,,-0.2,,6.8,,11.2,,0,,,M,,M,0,,8,,,M,,M
19-02-17,2017,2,19,,13.3,,3.5,,8.4,,9.6,,0,,,M,,M,0,,2,,,M,,M
20-02-17,2017,2,20,,4.4,,0.5,,2.5,,15.5,,0,,,M,,M,0,,0,T,,M,,M
21-02-17,2017,2,21,,7.7,,1.7,,4.7,,13.3,,0,,,M,,M,2.1,,,,,M,,M
22-02-17,2017,2,22,,9.9,,4.8,,7.4,,10.6,,0,,,M,,M,0,,,,,M,,M
23-02-17,2017,2,23,,19.1,,5.1,,12.1,,5.9,,0,,,M,,M,0,,,,,M,,M
24-02-17,2017,2,24,,5.4,,3,,4.2,,13.8,,0,,,M,,M,2,,,,,M,,M
25-02-17,2017,2,25,,8.8,,-1.5,,3.7,,14.3,,0,,,M,,M,7.5,,,,,M,,M
26-02-17,2017,2,26,,3.5,,-2.8,,0.4,,17.6,,0,,,M,,M,0,,,,,M,,M
27-02-17,2017,2,27,,9.9,,2.5,,6.2,,11.8,,0,,,M,,M,0,,,,,M,,M
28-02-17,2017,2,28,,10.9,,2.9,,6.9,,11.1,,0,,,M,,M,1.8,,0,T,,M,,M
01-03-17,2017,3,1,,13.1,,-1.9,,5.6,,12.4,,0,,,M,,M,18.4,,,,,M,,M
02-03-17,2017,3,2,,-1.3,,-6.4,,-3.9,,21.9,,0,,,M,,M,0.2,,0,T,,M,,M
03-03-17,2017,3,3,,-4.3,,-8.1,,-6.2,,24.2,,0,,,M,,M,0,,0,T,,M,,M
04-03-17,2017,3,4,,-6.5,,-11.9,,-9.2,,27.2,,0,,,M,,M,0.2,,0,T,,M,,M
05-03-17,2017,3,5,,-0.4,,-10.6,,-5.5,,23.5,,0,,,M,,M,0,,0,T,,M,,M
06-03-17,2017,3,6,,4.9,E,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
07-03-17,2017,3,7,,10.9,,6.4,,8.7,,9.3,,0,,,M,,M,9.6,,,,,M,,M
08-03-17,2017,3,8,,11.1,,2.4,,6.8,,11.2,,0,,,M,,M,0,,,,,M,,M
09-03-17,2017,3,9,,4.4,,-1.1,,1.7,,16.3,,0,,,M,,M,0,,,,,M,,M
10-03-17,2017,3,10,,-0.3,,-9.4,,-4.9,,22.9,,0,,,M,,M,0,,,,,M,,M
11-03-17,2017,3,11,,-5.3,,-12.5,,-8.9,,26.9,,0,,,M,,M,0.2,,0,T,,M,,M
12-03-17,2017,3,12,,-3.8,,-12.5,,-8.2,,26.2,,0,,,M,,M,0,,0,T,,M,,M
13-03-17,2017,3,13,,-5.5,,-10.2,,-7.9,,25.9,,0,,,M,,M,1,,0,T,,M,,M
14-03-17,2017,3,14,,-7,,-10.2,,-8.6,,26.6,,0,,,M,,M,2.7,,3,,,M,,M
15-03-17,2017,3,15,,-2.9,,-9.4,,-6.2,,24.2,,0,,,M,,M,0.2,,2,,,M,,M
16-03-17,2017,3,16,,3,,-6.8,,-1.9,,19.9,,0,,,M,,M,0,,0,T,,M,,M
17-03-17,2017,3,17,,5.3,,-3.8,,0.8,,17.2,,0,,,M,,M,0,,0,T,,M,,M
18-03-17,2017,3,18,,3.1,,0.1,,1.6,,16.4,,0,,,M,,M,1.5,,,,,M,,M
19-03-17,2017,3,19,,6.4,,0.3,,3.4,,14.6,,0,,,M,,M,0,,,,,M,,M
20-03-17,2017,3,20,,5.3,,0.8,,3.1,,14.9,,0,,,M,,M,0,,,,,M,,M
21-03-17,2017,3,21,,13.5,,-2.7,,5.4,,12.6,,0,,,M,,M,0,,,,,M,,M
22-03-17,2017,3,22,,-1.6,,-8.3,,-5,,23,,0,,,M,,M,0,,,,,M,,M
23-03-17,2017,3,23,,2.2,,-6.9,,-2.4,,20.4,,0,,,M,,M,0,,,,,M,,M
24-03-17,2017,3,24,,12.4,,1.3,,6.9,,11.1,,0,,,M,,M,6.7,,0,T,,M,,M
25-03-17,2017,3,25,,4.5,,1.7,,3.1,,14.9,,0,,,M,,M,7.1,,,,,M,,M
26-03-17,2017,3,26,,6.6,,1.1,,3.9,,14.1,,0,,,M,,M,2.4,,,,,M,,M
27-03-17,2017,3,27,,14.7,,6.4,,10.6,,7.4,,0,,,M,,M,1.5,,,,,M,,M
28-03-17,2017,3,28,,10.8,,4.1,,7.5,,10.5,,0,,,M,,M,0,,,,,M,,M
29-03-17,2017,3,29,,9.1,,3.7,,6.4,,11.6,,0,,,M,,M,0,,,,,M,,M
30-03-17,2017,3,30,,3.8,,0.7,,2.3,,15.7,,0,,,M,,M,10.6,,,,,M,,M
31-03-17,2017,3,31,,4.1,,1.8,,3,,15,,0,,,M,,M,10.1,,,,,M,,M
01-04-17,2017,4,1,,11.3,,2.2,,6.8,,11.2,,0,,,M,,M,0,,,,,M,,M
02-04-17,2017,4,2,,16.7,,3.8,,10.3,,7.7,,0,,,M,,M,0,,,,,M,,M
03-04-17,2017,4,3,,10.8,,5.3,,8.1,,9.9,,0,,,M,,M,6.3,,,,,M,,M
04-04-17,2017,4,4,,10.4,,5,,7.7,,10.3,,0,,,M,,M,11.3,,,,,M,,M
05-04-17,2017,4,5,,9.2,,5,,7.1,,10.9,,0,,,M,,M,0.2,,,,,M,,M
06-04-17,2017,4,6,,7.5,,1.4,,4.5,,13.5,,0,,,M,,M,26.9,,,,,M,,M
07-04-17,2017,4,7,,5.2,,0.1,,2.7,,15.3,,0,,,M,,M,1.2,,,,,M,,M
08-04-17,2017,4,8,,12.2,,0.8,,6.5,,11.5,,0,,,M,,M,0.2,,,,,M,,M
09-04-17,2017,4,9,,18,,4.8,,11.4,,6.6,,0,,,M,,M,0,,,,,M,,M
10-04-17,2017,4,10,,22,,11.8,,16.9,,1.1,,0,,,M,,M,1.4,,,,,M,,M
11-04-17,2017,4,11,,,M,11.3,E,,M,,M,,M,,M,,M,,M,,,,M,,M
12-04-17,2017,4,12,,9.5,,3.4,,6.5,,11.5,,0,,,M,,M,0,,,,,M,,M
13-04-17,2017,4,13,,12.1,,2.4,,7.3,,10.7,,0,,,M,,M,0,,,,,M,,M
14-04-17,2017,4,14,,14.9,,6.3,,10.6,,7.4,,0,,,M,,M,0,,,,,M,,M
15-04-17,2017,4,15,,16.4,,5.5,,11,,7,,0,,,M,,M,3.7,,,,,M,,M
16-04-17,2017,4,16,,22.3,,10.9,,16.6,,1.4,,0,,,M,,M,0,,,,,M,,M
17-04-17,2017,4,17,,13.5,,2.5,,8,,10,,0,,,M,,M,0,,,,,M,,M
18-04-17,2017,4,18,,8.3,,1.8,,5.1,,12.9,,0,,,M,,M,0,,,,,M,,M
19-04-17,2017,4,19,,19.8,,5.4,,12.6,,5.4,,0,,,M,,M,1.2,,,,,M,,M
20-04-17,2017,4,20,,10,,4.6,,7.3,,10.7,,0,,,M,,M,23.3,,,,,M,,M
21-04-17,2017,4,21,,14,,6,,10,,8,,0,,,M,,M,0,,,,,M,,M
22-04-17,2017,4,22,,13.8,,5.2,,9.5,,8.5,,0,,,M,,M,0,,,,,M,,M
23-04-17,2017,4,23,,18.4,,4.8,,11.6,,6.4,,0,,,M,,M,0,,,,,M,,M
24-04-17,2017,4,24,,11,,6.9,,9,,9,,0,,,M,,M,0,,,,,M,,M
25-04-17,2017,4,25,,10.9,,5.1,,8,,10,,0,,,M,,M,4.2,,,,,M,,M
26-04-17,2017,4,26,,15.2,,9.4,,12.3,,5.7,,0,,,M,,M,0,,,,,M,,M
27-04-17,2017,4,27,,25.4,,10.4,,17.9,,0.1,,0,,,M,,M,8.8,,,,,M,,M
28-04-17,2017,4,28,,17.7,,10.4,,14.1,,3.9,,0,,,M,,M,0,,,,,M,,M
29-04-17,2017,4,29,,15.3,,7.3,,11.3,,6.7,,0,,,M,,M,0,,,,,M,,M
30-04-17,2017,4,30,,8.6,,3.6,,6.1,,11.9,,0,,,M,,M,18,,,,,M,,M
01-05-17,2017,5,1,,14.1,,5,,9.6,,8.4,,0,,,M,,M,23.3,,,,,M,,M
02-05-17,2017,5,2,,10.8,,7,,8.9,,9.1,,0,,,M,,M,0.7,,,,,M,,M
03-05-17,2017,5,3,,15.7,,5,,10.4,,7.6,,0,,,M,,M,0,,,,,M,,M
04-05-17,2017,5,4,,10.4,,6.1,,8.3,,9.7,,0,,,M,,M,21.9,,,,,M,,M
05-05-17,2017,5,5,,9.9,,6.7,,8.3,,9.7,,0,,,M,,M,29.9,,,,,M,,M
06-05-17,2017,5,6,,9,,5.6,,7.3,,10.7,,0,,,M,,M,0.7,,,,,M,,M
07-05-17,2017,5,7,,12.1,,4.1,,8.1,,9.9,,0,,,M,,M,0,,,,,M,,M
08-05-17,2017,5,8,,12.8,,3,,7.9,,10.1,,0,,,M,,M,0,,,,,M,,M
09-05-17,2017,5,9,,11.1,,5.3,,8.2,,9.8,,0,,,M,,M,0,,,,,M,,M
10-05-17,2017,5,10,,10.5,,5,,7.8,,10.2,,0,,,M,,M,0,,,,,M,,M
11-05-17,2017,5,11,,13.7,,7.3,,10.5,,7.5,,0,,,M,,M,0,,,,,M,,M
12-05-17,2017,5,12,,13.7,,7.6,,10.7,,7.3,,0,,,M,,M,0,,,,,M,,M
13-05-17,2017,5,13,,16.8,,9.4,,13.1,,4.9,,0,,,M,,M,0.6,,,,,M,,M
14-05-17,2017,5,14,,18.4,,7.4,,12.9,,5.1,,0,,,M,,M,0,,,,,M,,M
15-05-17,2017,5,15,,19.6,,8.1,,13.9,,4.1,,0,,,M,,M,0,,,,,M,,M
16-05-17,2017,5,16,,16.3,,10.5,,13.4,,4.6,,0,,,M,,M,0,,,,,M,,M
17-05-17,2017,5,17,,29.9,,10.6,,20.3,,0,,2.3,,,M,,M,0,,,,,M,,M
18-05-17,2017,5,18,,,M,18.4,E,,M,,M,,M,,M,,M,,M,,,,M,,M
19-05-17,2017,5,19,,18.9,,9.3,,14.1,,3.9,,0,,,M,,M,0,,,,,M,,M
20-05-17,2017,5,20,,15.3,,8.2,,11.8,,6.2,,0,,,M,,M,0,,,,,M,,M
21-05-17,2017,5,21,,13.7,,9.6,,11.7,,6.3,,0,,,M,,M,13.7,,,,,M,,M
22-05-17,2017,5,22,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
23-05-17,2017,5,23,,21.8,E,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
24-05-17,2017,5,24,,21.6,,14,,17.8,,0.2,,0,,,M,,M,0,,,,,M,,M
25-05-17,2017,5,25,,14.8,,10.2,,12.5,,5.5,,0,,,M,,M,52.9,,,,,M,,M
26-05-17,2017,5,26,,19.3,,11.5,,15.4,,2.6,,0,,,M,,M,3.3,,,,,M,,M
27-05-17,2017,5,27,,19.3,,13.1,,16.2,,1.8,,0,,,M,,M,0,,,,,M,,M
28-05-17,2017,5,28,,19.6,,12.5,,16.1,,1.9,,0,,,M,,M,0,,,,,M,,M
29-05-17,2017,5,29,,,M,14.7,E,,M,,M,,M,,M,,M,,M,,,,M,,M
30-05-17,2017,5,30,,22.7,,12.8,,17.8,,0.2,,0,,,M,,M,9.6,,,,,M,,M
31-05-17,2017,5,31,,23,,11.2,,17.1,,0.9,,0,,,M,,M,0.7,,,,,M,,M
01-06-17,2017,6,1,,18.8,,10.8,,14.8,,3.2,,0,,,M,,M,0,,,,,M,,M
02-06-17,2017,6,2,,20.8,,9.6,,15.2,,2.8,,0,,,M,,M,0,,,,,M,,M
03-06-17,2017,6,3,,22.1,,11.9,,17,,1,,0,,,M,,M,0,,,,,M,,M
04-06-17,2017,6,4,,17.5,,11.5,,14.5,,3.5,,0,,,M,,M,6,,,,,M,,M
05-06-17,2017,6,5,,17.3,,12.9,,15.1,,2.9,,0,,,M,,M,0,,,,,M,,M
06-06-17,2017,6,6,,17.4,,11.6,,14.5,,3.5,,0,,,M,,M,4.1,,,,,M,,M
07-06-17,2017,6,7,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
08-06-17,2017,6,8,,23.7,,11.8,,17.8,,0.2,,0,,,M,,M,0,,,,,M,,M
09-06-17,2017,6,9,,25.5,,14.6,,20.1,,0,,2.1,,,M,,M,0,,,,,M,,M
10-06-17,2017,6,10,,27,,15.9,,21.5,,0,,3.5,,,M,,M,0,,,,,M,,M
11-06-17,2017,6,11,,29,,18.8,,23.9,,0,,5.9,,,M,,M,0,,,,,M,,M
12-06-17,2017,6,12,,30.4,,19.8,,25.1,,0,,7.1,,,M,,M,0,,,,,M,,M
13-06-17,2017,6,13,,25.4,,19,,22.2,,0,,4.2,,,M,,M,0,,,,,M,,M
14-06-17,2017,6,14,,22.4,,17.1,,19.8,,0,,1.8,,,M,,M,0,,,,,M,,M
15-06-17,2017,6,15,,18.8,,15.9,,17.4,,0.6,,0,,,M,,M,0,,,,,M,,M
16-06-17,2017,6,16,,30.1,,16.6,,23.4,,0,,5.4,,,M,,M,3.1,,,,,M,,M
17-06-17,2017,6,17,,27,,19.9,,23.5,,0,,5.5,,,M,,M,0.5,,,,,M,,M
18-06-17,2017,6,18,,28.2,,20.2,,24.2,,0,,6.2,,,M,,M,1.4,,,,,M,,M
19-06-17,2017,6,19,,28,,16.4,,22.2,,0,,4.2,,,M,,M,1.8,,,,,M,,M
20-06-17,2017,6,20,,24.3,,13.3,,18.8,,0,,0.8,,,M,,M,6.4,,,,,M,,M
21-06-17,2017,6,21,,23.6,,12.9,,18.3,,0,,0.3,,,M,,M,0,,,,,M,,M
22-06-17,2017,6,22,,21.9,,14.2,,18.1,,0,,0.1,,,M,,M,6.8,,,,,M,,M
23-06-17,2017,6,23,,25.4,,18.9,,22.2,,0,,4.2,,,M,,M,33.1,,,,,M,,M
24-06-17,2017,6,24,,25.1,,16.3,,20.7,,0,,2.7,,,M,,M,0,,,,,M,,M
25-06-17,2017,6,25,,21.3,,15.6,,18.5,,0,,0.5,,,M,,M,2.4,,,,,M,,M
26-06-17,2017,6,26,,21.3,,12.3,,16.8,,1.2,,0,,,M,,M,4.3,,,,,M,,M
27-06-17,2017,6,27,,20.6,,12.3,,16.5,,1.5,,0,,,M,,M,0.7,,,,,M,,M
28-06-17,2017,6,28,,24.2,,12.4,,18.3,,0,,0.3,,,M,,M,0,,,,,M,,M
29-06-17,2017,6,29,,25.6,,14.6,,20.1,,0,,2.1,,,M,,M,3.2,,,,,M,,M
30-06-17,2017,6,30,,26.4,,18.5,,22.5,,0,,4.5,,,M,,M,7.9,,,,,M,,M
01-07-17,2017,7,1,,25.2,,17.1,,21.2,,0,,3.2,,,M,,M,3.2,,,,,M,,M
02-07-17,2017,7,2,,27.9,,15.1,,21.5,,0,,3.5,,,M,,M,1.3,,,,,M,,M
03-07-17,2017,7,3,,24.9,,15.6,,20.3,,0,,2.3,,,M,,M,0,,,,,M,,M
04-07-17,2017,7,4,,25.8,,15.7,,20.8,,0,,2.8,,,M,,M,0,,,,,M,,M
05-07-17,2017,7,5,,26.2,,16,,21.1,,0,,3.1,,,M,,M,0,,,,,M,,M
06-07-17,2017,7,6,,29.4,,17,,23.2,,0,,5.2,,,M,,M,0,,,,,M,,M
07-07-17,2017,7,7,,27.4,,19.6,,23.5,,0,,5.5,,,M,,M,5.9,,,,,M,,M
08-07-17,2017,7,8,,24.3,,17.2,,20.8,,0,,2.8,,,M,,M,0,,,,,M,,M
09-07-17,2017,7,9,,26.7,,15.9,,21.3,,0,,3.3,,,M,,M,0,,,,,M,,M
10-07-17,2017,7,10,,24.9,,18.5,,21.7,,0,,3.7,,,M,,M,0,,,,,M,,M
11-07-17,2017,7,11,,27.9,,17.7,,22.8,,0,,4.8,,,M,,M,0,,,,,M,,M
12-07-17,2017,7,12,,26.2,,19.6,,22.9,,0,,4.9,,,M,,M,0,,,,,M,,M
13-07-17,2017,7,13,,19.7,,15.9,,17.8,,0.2,,0,,,M,,M,10.8,,,,,M,,M
14-07-17,2017,7,14,,26.3,,17.2,,21.8,,0,,3.8,,,M,,M,0.2,,,,,M,,M
15-07-17,2017,7,15,,27.3,,18.4,,22.9,,0,,4.9,,,M,,M,0,,,,,M,,M
16-07-17,2017,7,16,,26.1,,17.9,,22,,0,,4,,,M,,M,0,,,,,M,,M
17-07-17,2017,7,17,,24.9,,20,,22.5,,0,,4.5,,,M,,M,0,,,,,M,,M
18-07-17,2017,7,18,,26.8,,17.8,,22.3,,0,,4.3,,,M,,M,0,,,,,M,,M
19-07-17,2017,7,19,,31.1,,19.5,,25.3,,0,,7.3,,,M,,M,0,,,,,M,,M
20-07-17,2017,7,20,,23,,15.4,,19.2,,0,,1.2,,,M,,M,27,,,,,M,,M
21-07-17,2017,7,21,,29.7,,19,,24.4,,0,,6.4,,,M,,M,0,,,,,M,,M
22-07-17,2017,7,22,,24.4,,19.8,,22.1,,0,,4.1,,,M,,M,1.7,,,,,M,,M
23-07-17,2017,7,23,,23.8,,20.3,,22.1,,0,,4.1,,,M,,M,0,,,,,M,,M
24-07-17,2017,7,24,,22.6,,16.8,,19.7,,0,,1.7,,,M,,M,0,,,,,M,,M
25-07-17,2017,7,25,,23.1,,16.4,,19.8,,0,,1.8,,,M,,M,0.2,,,,,M,,M
26-07-17,2017,7,26,,21.9,,15.4,,18.7,,0,,0.7,,,M,,M,1.4,,,,,M,,M
27-07-17,2017,7,27,,26.6,,18.7,,22.7,,0,,4.7,,,M,,M,6.1,,,,,M,,M
28-07-17,2017,7,28,,23.4,,16.7,,20.1,,0,,2.1,,,M,,M,0,,,,,M,,M
29-07-17,2017,7,29,,26.8,,16.5,,21.7,,0,,3.7,,,M,,M,0,,,,,M,,M
30-07-17,2017,7,30,,30.5,,19.9,,25.2,,0,,7.2,,,M,,M,0,,,,,M,,M
31-07-17,2017,7,31,,28.8,,18.4,,23.6,,0,,5.6,,,M,,M,0,,,,,M,,M
01-08-17,2017,8,1,,28.9,,19.7,,24.3,,0,,6.3,,,M,,M,0.4,,,,,M,,M
02-08-17,2017,8,2,,29.6,,19.4,,24.5,,0,,6.5,,,M,,M,1.5,,,,,M,,M
03-08-17,2017,8,3,,28.1,,19.5,,23.8,,0,,5.8,,,M,,M,0,,,,,M,,M
04-08-17,2017,8,4,,26.4,,17.2,,21.8,,0,,3.8,,,M,,M,8.5,,,,,M,,M
05-08-17,2017,8,5,,21.9,,14.9,,18.4,,0,,0.4,,,M,,M,0.6,,,,,M,,M
06-08-17,2017,8,6,,24.3,,13,,18.7,,0,,0.7,,,M,,M,0,,,,,M,,M
07-08-17,2017,8,7,,21.3,,15.4,,18.4,,0,,0.4,,,M,,M,0,,,,,M,,M
08-08-17,2017,8,8,,25,,14.7,,19.9,,0,,1.9,,,M,,M,0.2,,,,,M,,M
09-08-17,2017,8,9,,27.9,,17.1,,22.5,,0,,4.5,,,M,,M,0,,,,,M,,M
10-08-17,2017,8,10,,27,,17.3,,22.2,,0,,4.2,,,M,,M,0,,,,,M,,M
11-08-17,2017,8,11,,24.5,,17.4,,21,,0,,3,,,M,,M,,M,,,,M,,M
12-08-17,2017,8,12,,26.4,,16.7,,21.6,,0,,3.6,,,M,,M,,M,,,,M,,M
13-08-17,2017,8,13,,26.2,,15.3,,20.8,,0,,2.8,,,M,,M,,M,,,,M,,M
14-08-17,2017,8,14,,26.2,,17.6,,21.9,,0,,3.9,,,M,,M,,M,,,,M,,M
15-08-17,2017,8,15,,25.8,,16.7,,21.3,,0,,3.3,,,M,,M,,M,,,,M,,M
16-08-17,2017,8,16,,23.2,,17.8,,20.5,,0,,2.5,,,M,,M,0,,,,,M,,M
17-08-17,2017,8,17,,23.4,,17.8,,20.6,,0,,2.6,,,M,,M,8.2,,,,,M,,M
18-08-17,2017,8,18,,27.9,,20.7,,24.3,,0,,6.3,,,M,,M,0,,,,,M,,M
19-08-17,2017,8,19,,24.9,,17.1,,21,,0,,3,,,M,,M,0,,,,,M,,M
20-08-17,2017,8,20,,28.1,,16.2,,22.2,,0,,4.2,,,M,,M,0,,,,,M,,M
21-08-17,2017,8,21,,28.7,,18.7,,23.7,,0,,5.7,,,M,,M,0,,,,,M,,M
22-08-17,2017,8,22,,26.4,,16.5,,21.5,,0,,3.5,,,M,,M,0.4,,,,,M,,M
23-08-17,2017,8,23,,24.1,,14.4,,19.3,,0,,1.3,,,M,,M,0,,,,,M,,M
24-08-17,2017,8,24,,21,,13,,17,,1,,0,,,M,,M,0,,,,,M,,M
25-08-17,2017,8,25,,21.5,,12.2,,16.9,,1.1,,0,,,M,,M,0,,,,,M,,M
26-08-17,2017,8,26,,22,,11.7,,16.9,,1.1,,0,,,M,,M,0,,,,,M,,M
27-08-17,2017,8,27,,21.5,,13.4,,17.5,,0.5,,0,,,M,,M,0,,,,,M,,M
28-08-17,2017,8,28,,23.1,,17.2,,20.2,,0,,2.2,,,M,,M,0,,,,,M,,M
29-08-17,2017,8,29,,21.7,,16.9,,19.3,,0,,1.3,,,M,,M,0,,,,,M,,M
30-08-17,2017,8,30,,23.4,,15.1,,19.3,,0,,1.3,,,M,,M,0,,,,,M,,M
31-08-17,2017,8,31,,20.1,,11.4,,15.8,,2.2,,0,,,M,,M,0.6,,,,,M,,M
01-09-17,2017,9,1,,18.1,,9.4,,13.8,,4.2,,0,,,M,,M,0,,,,,M,,M
02-09-17,2017,9,2,,19.3,,10.3,,14.8,,3.2,,0,,,M,,M,0,,,,,M,,M
03-09-17,2017,9,3,,21.8,,14.8,,18.3,,0,,0.3,,,M,,M,7.7,,,,,M,,M
