Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
15-12-16,2016,12,15,,-6.7,,-11.7,,-9.2,,27.2,,0,,,M,,M,3.6,,7,,,M,,M
16-12-16,2016,12,16,,-4.7,,-9.4,,-7.1,,25.1,,0,,,M,,M,3.8,,11,,,M,,M
17-12-16,2016,12,17,,0.5,,-5.7,,-2.6,,20.6,,0,,,M,,M,8.7,,22,,,M,,M
18-12-16,2016,12,18,,-0.1,,-10.4,,-5.3,,23.3,,0,,,M,,M,1.9,,19,,,M,,M
19-12-16,2016,12,19,,-6.3,,-9.1,,-7.7,,25.7,,0,,,M,,M,0,,18,,,M,,M
20-12-16,2016,12,20,,1.2,,-7.3,,-3.1,,21.1,,0,,,M,,M,0,,17,,,M,,M
21-12-16,2016,12,21,,1.3,,-4.6,,-1.7,,19.7,,0,,,M,,M,1.4,,17,,,M,,M
22-12-16,2016,12,22,,4.1,,0.8,,2.5,,15.5,,0,,,M,,M,0.2,,18,,,M,,M
23-12-16,2016,12,23,,3.7,,-1.1,,1.3,,16.7,,0,,,M,,M,0,,16,,,M,,M
24-12-16,2016,12,24,,4.7,,1.7,,3.2,,14.8,,0,,,M,,M,3.9,,15,,,M,,M
25-12-16,2016,12,25,,3.8,,-2.2,,0.8,,17.2,,0,,,M,,M,0,,11,,,M,,M
26-12-16,2016,12,26,,10.1,,-2,,4.1,,13.9,,0,,,M,,M,13.9,,7,,,M,,M
27-12-16,2016,12,27,,8.5,,-2,,3.3,,14.7,,0,,,M,,M,0.5,,3,,,M,,M
28-12-16,2016,12,28,,1.5,,-2.4,,-0.5,,18.5,,0,,,M,,M,0,,3,,,M,,M
29-12-16,2016,12,29,,2.8,,-0.1,,1.4,,16.6,,0,,,M,,M,9,,4,,,M,,M
30-12-16,2016,12,30,,0.9,,-2.3,,-0.7,,18.7,,0,,,M,,M,0.7,,5,,,M,,M
31-12-16,2016,12,31,,,M,-2.3,E,,M,,M,,M,,M,,M,,M,4,,,M,,M
